,title,addr,scene_in_the_work
1851,東のエデン,東京都江東区豊洲2−4−9,滝沢朗の家/全話共通/ららぽーと豊洲
1852,東のエデン,東京都港区海岸２丁目７−１０４,日の出桟橋~東京湾
1853,東のエデン,東京都港区海岸２丁目７−１０４,日の出桟橋~東京湾
1854,東のエデン,東京都港区海岸２丁目７−１０４,日の出桟橋~東京湾
1855,東のエデン,東京都港区海岸２丁目７−１０４,日の出桟橋~東京湾
1856,東のエデン,東京都新宿区歌舞伎町1,歌舞伎町/3話/歌舞伎町
1857,東のエデン,東京都大田区羽田空港3−3−2,羽田空港/2話/羽田空港
1858,東のエデン,東京都港区浜松町2丁目4−12,東京モノレール/2話/東京モノレール
1859,東のエデン,東京都品川区勝島2−1−2,大井競馬場/2話/大井競馬場
1860,東のエデン,東京都品川区東品川二丁目,天王洲アイル駅/2話/天王洲アイル駅
1861,彼岸島　ひがんじま,東京都台東区浅草2-3-1,敵の大将である雅様が日本制圧の象徴としてなぜか駕籠に乗って浅草に観光に来ているシーン/雷門(浅草)
1862,彼岸島　ひがんじま,和歌山県和歌山市加太,友ヶ島要塞（和歌山要塞）/映画版で、作中にて第3砲台をメインとしたロケ地で使用
1863,ひぐらしのなく頃に,岐阜県大野郡白川村萩町559,古手神社/全話共通/白川八幡神社
1864,ひぐらしのなく頃に,岐阜県大野郡白川村萩町889,古手梨花のお気に入りの場所/天守閣展望台
1865,ひぐらしのなく頃に,岐阜県高山市,沙都子が圭一を突き落としたあの吊り橋
1866,ひぐらしのなく頃に,岐阜県大野郡白川村萩町374 周辺,梨花の家/全話共通/坂下周辺
1867,ひぐらしのなく頃に,岐阜県大野郡白川村飯島917,圭一の家/全話共通/白川クリーンセンター
1868,ひぐらしのなく頃に,岐阜県大野郡白川村荻町997,園崎家/全話共通/重要文化財 和田家
1869,ひぐらしのなく頃に,岐阜県大野郡白川村荻町2499,園崎家庭園/全話共通/合掌造り民家園
1870,ひぐらしのなく頃に,岐阜県大野郡白川村荻町1083,入江診療所/全話共通/白川診療所
1871,ひぐらしのなく頃に,岐阜県大野郡白川村荻町1037-1,レナの家
1872,ひぐらしのなく頃に,岐阜県大野郡白川村荻町351,登校する際の集合場所(解散場所)
1873,美少女戦士セーラームーン,東京都港区麻布十番1丁目11番12号,うさぎたちが通っていたゲーセン「クラウン」/全話共通/現在はマクドナルド
1874,美少女戦士セーラームーン,東京都港区麻布十番1−2−7ラフィネ麻布十番,更科琴乃の由来？/麻布永坂更科本店
1875,美少女戦士セーラームーン,東京都品川区東品川2丁目4−11,無限学園/JALビル
1876,美少女戦士セーラームーン,東京都新宿区中落合四丁目,月野うさぎが通う十番中学校/目白学園
1877,美少女戦士セーラームーン,東京都港区麻布十番1-4-6,舞台となった町/全話共通/麻布十番
1878,美少女戦士セーラームーン,東京都港区麻布十番2-3-10,亜美が落ち込むシーン/きみちゃん像
1879,美少女戦士セーラームーン,東京都港区麻布十番2丁目13-8,うさぎが、万華鏡を買ってもらったお店/万華鏡専門店 カレイドスコープ 昔館
1880,美少女戦士セーラームーン,東京都港区南麻布5−7−13,亜美が利用する図書館/東京都立中央図書館
1881,美少女戦士セーラームーン,東京都渋谷区東二丁目,「火川神社」/渋谷氷川神社
1882,美少女戦士セーラームーン,東京都西東京市東伏見一丁目,オープニング、赤い鳥居のある神社/東伏見稲荷神社
1883,美少女戦士セーラームーン（コードネームはセーラーＶ）,東京都港区芝公園3丁目2−4,美奈子が通う芝公園中学校/御成門小学校
1884,美少女戦士セーラームーン（コードネームはセーラーＶ）,東京都港区芝大門1-5,芝公園商店街/芝神明商店街
1885,美少女戦士セーラームーン（実写版）,東京都新宿区中落合四丁目,月野うさぎが通う十番中学校/目白学園
1886,美少女戦士セーラームーン（実写版）,東京都北区赤羽台三丁目,ルナと出会った遊歩道の橋 /赤羽緑道パークブリッジ
1887,美少女戦士セーラームーン（実写版）,東京都渋谷区東二丁目,「火川神社」/渋谷氷川神社
1888,美少女戦士セーラームーン（実写版）,東京都西東京市東伏見一丁目,オープニング、赤い鳥居のある神社/東伏見稲荷神社
1889,美少女戦士セーラームーン（実写版）,東京都武蔵野市吉祥寺本町1−8−22吉祥寺パレスビル,カラオケクラウン/カラオケ館吉祥寺北口店
1890,美少女戦士セーラームーン（実写版）,東京都練馬区光が丘五丁目,通学路の遊歩道 /四季の香公園
1891,美少女戦士セーラームーン（実写版）,東京都練馬区光が丘4丁目,橋 /光が丘公園のふたご橋
1892,美少女戦士セーラームーン（実写版）,神奈川県横浜市神奈川区新浦島町1丁目1−25,戦闘シーン/テクノウェイブ100
1893,美少女戦士セーラームーン（実写版）,神奈川県横浜市保土ケ谷区神戸町134,戦闘シーン/横浜ビジネスパークYBP
1894,美少女戦士セーラームーン（実写版）,埼玉県比企郡吉見町北吉見,ダークキングダムの洞窟 /吉見百穴
1895,ぴたテン,福島県会津若松市駅前町,JR会津若松駅/待合室
1896,ぴたテン,福島県会津若松市駅前町,会津若松駅
1897,ビビッドレッド・オペレーション,東京都大島町岡田5,都道209号線 岡田港船客待合所前/1話
1898,ビビッドレッド・オペレーション,東京都大島町元町,スーパーベニヤ駐車場/1話
1899,ビビッドレッド・オペレーション,東京都大島町元町1丁目18-3,元町港船客待合所前桟橋/1話
1900,ビビッドレッド・オペレーション,東京都大島町岡田5,岡田漁港/1話
1901,ビビッドレッド・オペレーション,東京都大島町岡田,岡田港周辺/2話
1902,ビビッドレッド・オペレーション,東京都大島町差木地ｸﾀﾞｯﾁ,波浮見晴台/1話
1903,ビビッドレッド・オペレーション,東京都大島町波浮港,波浮港周辺/1話
1904,ビビッドレッド・オペレーション,東京都大島町波浮港,波浮港周辺/2話
1905,ビビッドレッド・オペレーション,東京都大島町波浮港,龍王崎灯台/2話
1906,ビビッドレッド・オペレーション,東京都大島町波浮港,階段/1話
1907,ビブリア古書堂の事件手帖,埼玉県川口市大字新井宿,古書交換会会場の「神奈川鎌倉古書会館」/川口市立グリーンセンターのシャトー赤紫
1908,ビブリア古書堂の事件手帖,神奈川県鎌倉市七里ｶﾞ浜東二丁目,五浦大輔が「ビブリア古書堂」へ行くときに自転車で走っていた坂道/坂道
1909,ビブリア古書堂の事件手帖,神奈川県鎌倉市稲村ｶﾞ崎二丁目,篠川栞子と五浦大輔が来城慶子を送っていった駅/江ノ島電鉄稲村ガ崎駅
1910,ビブリア古書堂の事件手帖,神奈川県鎌倉市材木座六丁目,五浦大輔が病院に向かって走っていた海沿いの道/材木座海岸付近の国道134号線
1911,ビブリア古書堂の事件手帖,神奈川県鎌倉市二階堂,篠川栞子と五浦大輔が車を降りて歩き始めた場所/荏柄天神社
1912,ビブリア古書堂の事件手帖,神奈川県鎌倉市山ﾉ内,志田肇が道に迷った場所/半僧坊入口
1913,ビブリア古書堂の事件手帖,神奈川県鎌倉市今泉台三丁目,篠川栞子が突き落とされた階段/階段
1914,ビブリア古書堂の事件手帖,神奈川県鎌倉市山ﾉ内,五浦大輔と志田肇が話をしていた山門/浄智寺
1915,ビブリア古書堂の事件手帖,神奈川県鎌倉市扇ｶﾞ谷四丁目,五浦大輔が笠井菊哉を問い詰めた場所/海蔵寺
1916,ビブリア古書堂の事件手帖,神奈川県鎌倉市由比ｶﾞ浜3丁目8−26,ビブリア古書堂/鎌倉彫わや
1917,ひみつのアッコちゃん,東京都港区赤坂5-3-1赤坂Bizタワー 38F,赤塚化粧品/全話共通/東京エレクトロン
1918,姫ちゃんのリボン,東京都国立市北1丁目,モデルとなった地域/全話共通/国立駅周辺
1919,姫ちゃんのリボン,東京都国立市北1-14-22,風立駅/全話共通/国立駅
1920,姫ちゃんのリボン,東京都立川市緑町3173,風立中央公園/全話共通/国営昭和記念公園
1921,pupa（ピューパ),東京都渋谷区道玄坂1丁目,渋谷駅前/1話/渋谷駅
1922,氷菓,岐阜県高山市三福寺町736,神山高校/全話共通/斐太高校
1923,氷菓,岐阜県高山市上三之町92,喫茶一ニ三/10話/喫茶去 かつて
1924,氷菓,岐阜県高山市片原町75,喫茶バグパイプ/2話
1925,氷菓,岐阜県高山市城山156,荒楠神社/日枝神社/OP
1926,氷菓,岐阜県高山市本町3-3-2,弥生橋/OP/弥生橋
1927,氷菓,岐阜県高山市奥飛騨温泉郷平湯,平湯民俗館/7話
1928,氷菓,岐阜県高山市本町,本町通り商店街/OP
1929,氷菓,岐阜県高山市山口町182,櫻ヶ岡八幡神社/4話
1930,氷菓,岐阜県高山市本町3丁目 付近,鍛冶橋交差点付近/1話
1931,氷菓,岐阜県高山市奥飛騨温泉郷平湯,平湯バスターミナル/7話
1932,秒速5センチメートル,東京都渋谷区代々木5丁目,貴樹と明里の通学路/1話/代々木八幡駅
1933,秒速5センチメートル,東京都渋谷区代々木5-58,貴樹と明里がすれ違う踏切/3話/小田急参宮橋3号踏切
1934,秒速5センチメートル,東京都渋谷区代々木4-7,貴樹と明里が小学生のときに通っていた踏切/1話/小田急参宮橋1号踏切
1935,秒速5センチメートル,栃木県下都賀郡岩舟町大字静,明里が住む町/3話/JR両毛線岩舟駅
1936,秒速5センチメートル,東京都渋谷区代々木神園町2−1,代々木公園中央広場桜並木/1話/代々木公園中央広場
1937,秒速5センチメートル,東京都世田谷区豪徳寺一丁目,豪徳寺駅/1話/豪徳寺駅
1938,秒速5センチメートル,東京都渋谷区代々木5−1−1,代々木八幡宮/1話/代々木八幡宮
1939,秒速5センチメートル,栃木県小山市,大人になった明里が東京行きの乗り換えで待つホーム/小山駅13番ホーム
1940,秒速5センチメートル,鹿児島県熊毛郡中種子町野間2172‐1,アイショップ石堂店
1941,びんちょうタン,和歌山県日高郡みなべ町清川1267,紀州備長炭振興館
1942,ピンポン,神奈川県川崎市中原区上小田中6-49-10,タムラの卓球場/なかたく
1943,ピンポン,神奈川県鎌倉市七里ｶﾞ浜1−1−1,ペコが通う片瀬高校/七里ガ浜高校
1944,ピンポン,神奈川県藤沢市江の島大橋,冒頭でペコが飛び込む弁天橋/境川
1945,ピンポン,神奈川県藤沢市片瀬2ｰ21ｰ6,子供時代の回想シーン、ピンポン星人登場場面/下諏訪神社
1946,ピンポン,埼玉県入間郡三芳町大字藤久保856-1,グラウンドにて部長達と走る部員達/東京証券総合運動場
1947,ピンポン,茨城県常総市水海道亀岡町2543,辻堂学院を訪れるペコとスマイル/茨城県立水海道第一高等学校
1948,ピンポン,神奈川県鎌倉市七里ｶﾞ浜2,ペコ、海に叫ぶ/七里ヶ浜
1949,ピンポン,茨城県常総市坂手町3552,インターハイ会場/水海道市民体育館
1950,ピンポン,神奈川県鎌倉市七里ｶﾞ浜1−1−1,小泉の訓練を受けるスマイル/七里ヶ浜高校前　
1951,ピンポン,神奈川県藤沢市江の島2-3-8,スマイルが「勝つために誰かを引きずりおろしたり、したくないんだ」とつぶやく/江島神社
1952,ファイ・ブレイン,北海道札幌市南区滝野2番地,ストーンヘンジ/ED/滝野霊園
1953,ファイ・ブレイン,北海道千歳市美々,新千歳空港
1954,Fate,兵庫県神戸市中央区新港町,「冬木大橋」こと神戸大橋
1955,Fate,兵庫県明石市大明石町2丁目,Fate/stay naightの衛宮士郎の邸宅/全話共通/織田家長屋門
1956,Fate,兵庫県神戸市中央区新港町,セイバーとギルガメッシュの死闘があった作中の「海浜公園」こと、北公園
1957,Fate,兵庫県神戸市中央区下山手通2-11-13,ホテルモントレ神戸　作中に出てくる教会内部の「綺礼の部屋」と「地下祭壇」
1958,Fate,兵庫県明石市明石公園1-27,衛宮家外塀のモデルになった、織田家長屋門
1959,Fate,兵庫県神戸市中央区北野町1丁目,北野通り　バーサーカーに遭遇したりと、教会の行き帰り途中の不安感が印象に残る坂道
1960,Fate,兵庫県神戸市中央区新港町,オープニング/神戸大橋
1961,Fate,兵庫県神戸市中央区北野町3-13-3,風見鶏の館　
1962,Fate,兵庫県神戸市中央区新港町,セイバーと士郎が言い争いをして喧嘩別れしたシーン/神戸大橋
1963,Fate,兵庫県神戸市中央区港島2丁目2番,神戸大橋下
1964,Fate/kaleid liner プリズマ☆イリヤ,兵庫県神戸市中央区新港町,オープニング/神戸大橋
1965,Fate/kaleid liner プリズマ☆イリヤ,東京都多摩市関戸1-10-1,オープニング/聖蹟桜ヶ丘駅
1966,Fate/stay night,兵庫県神戸市中央区新港町,「冬木大橋」こと神戸大橋
1967,Fate/stay night,兵庫県神戸市中央区新港町,セイバーとギルガメッシュの死闘があった作中の「海浜公園」こと、北公園
1968,Fate/stay night,兵庫県神戸市中央区下山手通2-11-13,ホテルモントレ神戸　作中に出てくる教会内部の「綺礼の部屋」と「地下祭壇」
1969,Fate/stay night,兵庫県明石市明石公園1-27,衛宮家外塀のモデルになった、織田家長屋門
1970,Fate/stay night,兵庫県神戸市中央区北野町1丁目,北野通り　バーサーカーに遭遇したりと、教会の行き帰り途中の不安感が印象に残る坂道
1971,Fate/stay night,兵庫県神戸市中央区北野町3-13-3,風見鶏の館　
1972,Fate/stay night,兵庫県神戸市中央区新港町,セイバーと士郎が言い争いをして喧嘩別れしたシーン/神戸大橋
1973,Fate/stay night,福井県吉田郡永平寺町志比5-15,柳洞寺のモデル/全話共通/永平寺
1974,Fate/stay night,千葉県千葉市美浜区中瀬1-6NTT幕張ビル,新都ビル街 (セイバー VS ライダー等)
1975,Fate/stay night,福井県吉田郡永平寺町志比5-15,福井県の永平寺　凛ルートにおける先生＆キャスターとの柳洞寺における対峙シーン
1976,フォトカノ,東京都杉並区阿佐谷南1-12-5,商店街/5話/阿佐ヶ谷すずらん商店街
1977,フォトカノ,東京都葛飾区西新小岩2丁目,オープニングに出てくる木/オープニング/平井大橋
1978,フォトカノ,東京都荒川区日日暮里5-27-5,川/1話/荒川河川敷
1979,フォトカノ,東京都杉並区阿佐谷南1-35-17,商店街/5話/阿佐谷パールセンター商店街
1980,フォトカノ,東京都墨田区押上1−1−2,スカイツリー/5話/スカイツリー
1981,フォトカノ,東京都葛飾区小菅1-1-1,野球場/5話/荒川河川敷堀切橋少年野球場
1982,フォトカノ,東京都江戸川区平井,運動場/5話/平井運動公園
1983,フォトカノ,東京都江戸川区平井6丁目,電灯/欅の木/ひらい水上ステーション
1984,フォトカノ,東京都江戸川区平井6丁目,河川敷の階段/3話/平井水上ステーション
1985,フォトカノ,東京都葛飾区小菅1-1-1,野球場/5話/荒川河川敷堀切橋少/野球場
1986,藤子不二雄A,富山県氷見市丸の内1-35,藤子不二雄Aさんの生家/光禅寺
1987,藤子不二雄A,富山県氷見市丸の内1-35,藤子不二雄Aさんの生家/光禅寺
1988,藤子不二雄A,富山県氷見市丸の内1-35,藤子不二雄Aさんの生家/光禅寺
1989,藤子不二雄A,富山県氷見市丸の内1-35,藤子不二雄Aさんの生家/光禅寺
1990,藤子不二雄A,富山県氷見市中央町3-4,氷見市潮風ギャラリー/藤子不二雄Aまんが展
1991,藤子不二雄A,富山県高岡市末広町40,ドラえもん/藤子不二雄Aが通った書店、サイン有り
1992,フタコイオルタナティブ,東京都世田谷区玉川3-2-1,兵庫島公園/全話共通
1993,フタコイオルタナティブ,東京都世田谷区玉川2丁目,二子魂川/全話共通/二子玉川駅周辺
1994,フタコイオルタナティブ,東京都世田谷区玉川3丁目,魂川商店街/全話共通/二子玉川商店街
1995,ふたつのスピカ,神奈川県鎌倉市十二所285,扉絵に描かれた神社/4話/十二所神社
1996,ふたつのスピカ,神奈川県鎌倉市稲村ヶ崎2-8-1,カムパネルラの森のエピソードで扉絵に描かれた場所/稲村ヶ崎駅　踏切
1997,ふたつのスピカ,神奈川県鎌倉市極楽寺3-7-4,唯ヶ浜駅のモデル/全話共通/極楽寺駅
1998,ふたつのスピカ,神奈川県鎌倉市娯楽寺1-1-5,アスミたちが花火見物をした時の舞台/全話共通/成就院
1999,ふたりはミルキィホームズ,神奈川県横浜市中区元町3丁目145,汐汲坂/1話/汐汲坂
2000,ふたりはミルキィホームズ,神奈川県横浜市中区海岸通り1−1ジャパンエキスプレスビルB1F,ジャックカフェ/エンディング/ジャックカフェ
2001,ふたりはミルキィホームズ,徳島県徳島市寺島本町西1丁目,JR徳島駅
2002,ふたりはミルキィホームズ,神奈川県横浜市中区山手町114,港の見える丘公園/オープニング/港の見える丘公園
2003,ふたりはミルキィホームズ,神奈川県横浜市中区元町1丁目,元町公園/オープニング/元町公園
2004,ふたりはミルキィホームズ,神奈川県横浜市中区本町五丁目,馬車道/オープニング/馬車道
2005,ふたりはミルキィホームズ,神奈川県横浜市中区海岸通1-1-4横浜港大さん橋国際客船ターミナル,大さん橋/オープニング/大さん橋
2006,ふたりはミルキィホームズ,神奈川県横浜市中区海岸通1丁目,象の鼻パーク/オープニング/象の鼻パーク
2007,ふたりはミルキィホームズ,神奈川県横浜市泉区緑園4-5-3,フェリス女学院の階段/1話/フェリス女学院大学
2008,ふたりはミルキィホームズ,神奈川県横浜市中区横浜公園,横浜スタジアム/エンディング/横浜スタジアム
2009,フダンシズム〜腐男子主義〜,東京都江東区有明3丁目,ハイパーコミックシティ開催地/全話共通/東京国際展示場(ビックサイト)
2010,フダンシズム〜腐男子主義〜,東京都台東区秋葉原,オタクの聖地/全話共通/秋葉原
2011,ふなっしー,千葉県船橋市馬込沢,うまれた街/千葉県船橋市
2012,BROTHERS CONFLICT,東京都武蔵野市御殿山1-18-31,井の頭公園 入口/5話
2013,BROTHERS CONFLICT,東京都武蔵野市吉祥寺南町1丁目,吉祥寺駅/1話
2014,BROTHERS CONFLICT,東京都武蔵野市吉祥寺本町1丁目14−3,BOOKSルーエ/8話
2015,BROTHERS CONFLICT,東京都武蔵野市吉祥寺本町2-12-7,吉祥寺MHビル/1話
2016,BROTHERS CONFLICT,東京都武蔵野市吉祥寺本町2丁目15−3ジュネッス 2F,LAPIN AGILE/1話
2017,BROTHERS CONFLICT,東京都武蔵野市境南町1−26−1,武蔵野赤十字病院/8話
2018,ブラック・ブレッド,東京都文京区本郷7-3-1,延珠の検査結果を聞きに訪れる　東京大学医学部付属病院/4話
2019,ブラック・ブレッド,東京都新宿区新宿3丁目38−1,延珠を探す際に蓮太郎が通る野外モニター前　新宿駅東口/2話
2020,BLACKLAGOON,タイ,架空の犯罪都市ロアナプラ/タイ
2021,ブラック★ロックシューター,京都府宇治市木幡大瀬戸,木幡(こはた)/全話共通/木幡駅
2022,ブラック★ロックシューター,京都府宇治市木幡平尾,入学式当日にマトが訪れた公園/平尾第2公園
2023,フランダースの犬,,アントワープ
2024,フランダースの犬,"Groenplaats 21, 2000 Antwerpen, ﾍﾞﾙｷﾞｰ",聖母大聖堂
2025,フランダースの犬,"Bokrijk Park, Bokrijklaan 1, 3600 Genk, Belgium",ボクレイク野外博物館
2026,フランチェスカ,北海道札幌市中央区大通西,大通公園・さっぽろテレビ塔/PV
2027,フランチェスカ,北海道札幌市中央区北1条西2-1-1,札幌市時計台/PV
2028,フランチェスカ,北海道札幌市豊平区羊ケ丘1,羊が丘展望台/PV
2029,フランチェスカ,北海道札幌市中央区北3条西6丁目,北海道庁赤レンガ/PV
2030,Free!,鳥取県岩美郡岩美町田後503,田後神社
2031,Free!,鳥取県岩美郡岩美町大谷,怜が降りた駅（場所）/3話/JR大岩駅
2032,Free!,鳥取県岩美郡岩美町浦富809,岩鳶駅/5話/JR岩美駅前
2033,Free!,鳥取県岩美郡岩美町浦富2475-17,真琴と凛の子供時代のシーンに出てくる場所/荒砂神社
2034,Free!,鳥取県岩美郡岩美町田後509 周辺,真琴や渚たちが集まる場所/全話共通/田後公園・展望台
2035,Free!,京都府京都市右京区西京極徳大寺団子田町64,地方大会の決戦の舞台/アクアリーナ
2036,Free!,鳥取県岩美郡岩美町大字浦富,オープニングで登場した海岸/浦富海岸
2037,Free!,鳥取県岩美郡岩美町田後419,真琴が横切る路地のマンホール/1話/田後簡易郵便局
2038,Free!,鳥取県岩美郡岩美町浦富,大会の必勝祈願に訪れた神社のモデル/荒砂神社
2039,Free!,鳥取県岩美郡岩美町大谷2343,作中の学校周辺のモデル/岩美西小学校
2040,フルーツ果汁１００％,福岡県福岡市博多区博多駅,モデルとなった地域
2041,フルメタル・パニック！,東京都調布市若葉町1-46-1,都立陣代高校のモデル/全話共通/都立神代高等学校
2042,フルメタル・パニック！,東京都調布市仙川町1-43,泉川駅/全話共通/仙川駅
2043,フルメタル・パニック！,東京都調布市仙川町1-6-10,宗介たちの通学路/全話共通/仙川商店街
2044,フルメタル・パニック！,東京都調布市多摩川4-40-1,ふもっふエンディングシーン/ED/京王多摩川駅
2045,ブロードウェイ・オブ・ザ・デッド 女ンビ,東京都中野区中野5-52-15,中野ブロードウェイ
2046,プロゴルファー猿,富山県氷見市丸の内1-35,プロゴルファー猿の石像/光禅寺
2047,プロゴルファー猿,富山県氷見市丸の内1-35,藤子不二雄Aさんの生家/光禅寺
2048,平成狸合戦ぽんぽこ,東京都多摩市関戸1-10-1,開発される住宅街/全話共通/聖蹟桜ヶ丘駅
2049,平成狸合戦ぽんぽこ,徳島県小松島市中田町脇谷金長大明神,金長神社
2050,ベイビーステップ,神奈川県藤沢市善行1丁目,主要な登場人物の最寄り駅/全話共通/善行駅
2051,ベイビーステップ,神奈川県茅ヶ崎市浜竹1丁目1-40,STC（南テニスクラブ）のモデル/全話共通/荏原SSC
2052,ベイビーステップ,神奈川県藤沢市善行7丁目4−1,なっちゃんが家に帰る場面/全話共通/齋ビル
2053,ベイビーステップ,神奈川県藤沢市善行2丁目26-3, エーちゃんが「す‥」と言った歩道橋/善行歩道橋
2054,ベイビーステップ,神奈川県藤沢市善行1丁目16-13,タクマさんの「チッ」/御食事処浅ちゃん前
2055,ベイビーステップ,神奈川県藤沢市片瀬海岸1丁目,エーちゃんと影山があるく/片瀬東浜交差点
2056,ベイビーステップ,東京都日野市落川173-6,神奈川ジュニアサーキットのモデル/七生自然学園テニスコート
2057,ベイビーステップ,千葉県長生郡白子町古所3291-3,全日本ジュニア選抜室内テニス選手権大会関東予選/白子町テニスコート
2058,ベイビーステップ,大阪府大阪市西区靱本町2-1-14,全日本ジュニア/靭テニスセンター
2059,ベイビーステップ,大阪府大阪市西区靱本町3丁目7-13カーサセレーネ 1F,3回線終了後のカレーうどんデート/得正カレーうどん本店 靱本町店
2060,へうげもの,京都府乙訓郡大山崎町竜光56,妙喜禅庵/15話
2061,へうげもの,滋賀県近江八幡市安土町下豊浦,安土城/全話共通/安土城跡
2062,ヘタリア,フランス,フランシス・ボヌフォワ/フランス
2063,ヘタリア,イタリア,ヘタリアの主人公、北イタリア(フェリシアーノ・ヴァルガス)/イタリア
2064,ヘタリア,ドイツ,ルートヴィッヒ/ドイツ
2065,ヘタリア,日本,本田菊/日本
2066,ヘタリア,ベラルーシ,ナターリヤ・アルロフスカヤ/ベラルーシ
2067,ヘタリア,ウクライナ,ロシアとベラルーシの姉/ウクライナ
2068,ヘタリア,エストニア,エドァルド・フォンヴォック/エストニア
2069,ヘタリア,北キプロス,世界で唯一トルコのみに国として認められた国/北キプロス
2070,ヘタリア,キプロス,トルコの南方の地中海に浮かぶ島/キプロス
2071,ヘタリア,カメルーン,"サッカーとダンスが得意な、喋ってみると
付き合いやすくて気さくなお兄さん/カメルーン"
2072,BECK,東京都渋谷区道玄坂1丁目,コユキ「黄色い線の内側に下がってください」と、怒られるシーン/渋谷駅
2073,BECK,東京都渋谷区宇田川町22-1,「ノロイ」の看板/三千里薬局上
2074,ベルゼばぶ,滋賀県大津市国分1-15-1,石矢魔高校/全話/滋賀県立石山高等学校
2075,ペルソナ4,群馬県高崎市棟高町1400,ショッピングモール「ジュネス」/イオンモール高崎
2076,ペルソナ4,群馬県甘楽郡下仁田町下仁田甲374-4,八十因幡駅/最初と最後の舞台/下仁田駅
2077,ペルソナ4,山梨県笛吹市松本,ゲーム版に登場する駅/石和温泉駅
2078,ペルソナ4　ザ・ゴールデン,山梨県甲府市丸の内1丁目,沖奈駅北口モデル/甲府駅
2079,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田3-7-17,稲庭市のモデル都市/富士吉田市にある月江寺商店街
2080,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田313,四目内堂書店モデル/月の江書店
2081,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田3-12-3,りせちーの祖母宅である丸九豆腐店モデル/梶原豆腐店
2082,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市緑ケ丘1-2-3,ジュネスの次に集う場所である中華屋の愛家/中華料理「梅新」
2083,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田313−2,惣菜大学/すずや惣菜店（閉店）
2084,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田3-6-43,完二の自宅である巽屋/三吉屋呉服店
2085,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田2-3-17, 稲羽中央通り商店街北側モデル/ほんちょう2丁目商店街
2086,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市下吉田318,カフェ「月光」
2087,ペルソナ4　ザ・ゴールデン,山梨県富士吉田市緑ケ丘1-1-1,八十神高等学校のモデル/富士学苑高等学校
2088,放浪息子,東京都杉並区高円寺北2丁目35−11,女装したにとりんが街を散策するシーン/1話/美容室issh
2089,放浪息子,東京都杉並区高円寺北2丁目8−10エスタシオン高円寺 1F,女装したにとりんが街を散策するシーン/1話/ブックスオオトリ 高円寺店
2090,放浪息子,東京都杉並区高円寺北3丁目34−14,女装したにとりんが街を散策するシーン/1話/フロレスタ 高円寺店
2091,放浪息子,東京都杉並区高円寺北2-22-5,女装したにとりんが街を散策するシーン/1話/THE GATE
2092,放浪息子,東京都杉並区高円寺北2丁目22−9,女装したにとりんが街を散策するシーン/1話/TEA MARKET Gclef
2093,放浪息子,東京都多摩市関戸一丁目,にとりんが女装してマコちゃんに電話したシーン/1話/聖蹟桜ヶ丘駅前
2094,放浪息子,東京都世田谷区大蔵3丁目,にとりんと高槻くんが話しをしていた公園/1話/大蔵三丁目公園
2095,放浪息子,東京都世田谷区喜多見6丁目9−1 ‎,舞台となる中学校/1話/区立砧小学校
2096,放浪息子,東京都渋谷区代官山町20-23代官山ラヴェリア,代官山 Ne-net/8話
2097,放浪息子,東京都渋谷区猿楽町24-1,MHL.代官山/8話
2098,鬼灯の冷徹,地獄 1丁目,三途の川
2099,鬼灯の冷徹,北海道登別市登別温泉町,公認地獄に認定/登別温泉
2100,北斗の拳,東京都渋谷区神宮前,オープニングの人混み/竹下通り
2101,北斗の拳,東京都中野区中野5-52-15中野ブロードウェイ412-2,AC北斗の拳の大会が毎週行われている、日曜拳が有名/中野TRF
2102,北斗の拳,神奈川県横浜市中区山下町279,ケンシロウが寝そべる公園/7話/山下公園
2103,北斗の拳,神奈川県横浜市中区山下町10,ユリアの背景にうつる赤い窓/18話/ホテルニューグランド新館
2104,北斗の拳,神奈川県横浜市中区山下町154,シンとのバトル/18話/善隣門
2105,北斗の拳,埼玉県越谷市弥十郎13-6,作画者原哲夫の来店写真と色紙/洋食レヨン
2106,北斗の拳　DD北斗の拳,東京都渋谷区神宮前,オープニングの人混み/竹下通り
2107,北斗の拳　DD北斗の拳,東京都中野区中野5-52-15中野ブロードウェイ412-2,AC北斗の拳の大会が毎週行われている、日曜拳が有名/中野TRF
2108,北斗の拳　DD北斗の拳,神奈川県横浜市中区山下町279,ケンシロウが寝そべる公園/7話/山下公園
2109,北斗の拳　DD北斗の拳,神奈川県横浜市中区山下町10,ユリアの背景にうつる赤い窓/18話/ホテルニューグランド新館
2110,北斗の拳　DD北斗の拳,神奈川県横浜市中区山下町154,シンとのバトル/18話/善隣門
2111,北斗の拳　DD北斗の拳,埼玉県越谷市弥十郎13-6,作画者原哲夫の来店写真と色紙/洋食レヨン
2112,僕は友達が少ない,岐阜県岐阜市長良福光,オープニング/長良公園
2113,僕は友達が少ない,岐阜県岐阜市長良福光,背景に広がる庭園/1話/長良公園
